Fecha,F019.PPB.PRE.44.D,F014.PPW.PRE.N.7.ECD.US.USD.BARR.BLO.Z.0.D,F013.TLP.TIN.N.7.ECD.US.CUS.BLO.D,F073.UFF.PRE.Z.D
29-12-2018,nan,nan,nan,"27565,79"
30-12-2018,nan,nan,nan,"27565,79"
31-12-2018,nan,"45,41","2,685","27565,79"
01-01-2019,nan,nan,"2,685","27565,79"
02-01-2019,"1279,27","46,54","2,6210000000000004","27565,79"
03-01-2019,"1285,62","47,09","2,5540000000000003","27565,79"
04-01-2019,"1290,61","47,96","2,6689999999999996","27565,79"
05-01-2019,nan,nan,nan,"27565,79"
06-01-2019,nan,nan,nan,"27565,79"
07-01-2019,"1285,17","48,52","2,697","27565,79"
08-01-2019,"1288,12","49,78","2,7289999999999996","27565,79"
09-01-2019,"1285,55","52,36","2,7110000000000003","27565,79"
10-01-2019,"1288,37","52,59","2,7430000000000003","27564,9"
11-01-2019,"1288,93","51,59","2,702","27564,01"
12-01-2019,nan,nan,nan,"27563,12"
13-01-2019,nan,nan,nan,"27562,23"
14-01-2019,"1290,52","50,51","2,7030000000000003","27561,34"
15-01-2019,"1291,1","52,11","2,713","27560,45"
16-01-2019,"1288,07","52,31","2,7230000000000003","27559,56"
17-01-2019,"1294,27","52,07","2,7510000000000003","27558,67"
18-01-2019,"1291,39","53,8","2,785","27557,78"
19-01-2019,nan,nan,nan,"27556,89"
20-01-2019,nan,nan,nan,"27556,01"
21-01-2019,"1282,88",nan,"2,785","27555,12"
22-01-2019,"1280,08","52,57","2,74","27554,23"
23-01-2019,"1283,32","52,42","2,742","27553,34"
24-01-2019,"1285,34","52,98","2,717","27552,45"
25-01-2019,"1280,68","53,49","2,759","27551,56"
26-01-2019,nan,nan,nan,"27550,67"
27-01-2019,nan,nan,nan,"27549,78"
28-01-2019,"1297,43","51,99","2,7460000000000004","27548,89"
29-01-2019,"1302,86","53,31","2,7110000000000003","27548,0"
30-01-2019,"1309,5","54,23","2,678","27547,11"
31-01-2019,"1311,07","53,79","2,63","27546,22"
01-02-2019,"1320,85","55,26","2,685","27545,34"
02-02-2019,nan,nan,nan,"27544,45"
03-02-2019,nan,nan,nan,"27543,56"
04-02-2019,"1317,86","54,56","2,7239999999999998","27542,67"
05-02-2019,"1314,32","53,66","2,699","27541,78"
06-02-2019,"1314,45","54,01","2,696","27540,89"
07-02-2019,"1312,26","52,64","2,658","27540,0"
08-02-2019,"1310,74","52,72","2,636","27539,11"
09-02-2019,nan,nan,nan,"27538,22"
10-02-2019,nan,nan,nan,"27539,2"
11-02-2019,"1314,83","52,41","2,655","27540,19"
12-02-2019,"1308,9","53,1","2,6889999999999996","27541,17"
13-02-2019,"1309,66","53,9","2,7030000000000003","27542,15"
14-02-2019,"1311,37","54,41","2,655","27543,14"
15-02-2019,"1311,65","55,59","2,6639999999999997","27544,12"
16-02-2019,nan,nan,nan,"27545,1"
17-02-2019,nan,nan,nan,"27546,09"
18-02-2019,"1317,38",nan,"2,6639999999999997","27547,07"
19-02-2019,"1326,28","56,09","2,635","27548,05"
20-02-2019,"1340,07","56,92","2,6460000000000004","27549,04"
21-02-2019,"1345,17","56,75","2,693","27550,02"
22-02-2019,"1328,24","57,11","2,654","27551,0"
23-02-2019,nan,nan,nan,"27551,99"
24-02-2019,nan,nan,nan,"27552,97"
25-02-2019,"1331,33","55,33","2,6639999999999997","27553,95"
26-02-2019,"1326,05","55,5","2,637","27554,94"
27-02-2019,"1325,45","56,95","2,6830000000000003","27555,92"
28-02-2019,"1318,57","57,22","2,716","27556,9"
01-03-2019,"1314,34","55,8","2,755","27557,89"
02-03-2019,nan,nan,nan,"27558,87"
03-03-2019,nan,nan,nan,"27559,85"
04-03-2019,"1300,85","56,59","2,7230000000000003","27560,84"
05-03-2019,"1287,97","56,56","2,719","27561,82"
06-03-2019,"1283,23","56,22","2,694","27562,81"
07-03-2019,"1286,77","56,66","2,64","27563,79"
08-03-2019,"1285,34","56,07","2,63","27564,77"
09-03-2019,nan,nan,nan,"27565,76"
10-03-2019,nan,nan,nan,"27565,76"
11-03-2019,"1298,5","56,79","2,64","27565,76"
12-03-2019,"1291,07","56,87","2,602","27565,76"
13-03-2019,"1298,2","58,26","2,622","27565,76"
14-03-2019,"1309,38","58,61","2,6310000000000002","27565,76"
15-03-2019,"1296,05","58,52","2,589","27565,76"
16-03-2019,nan,nan,nan,"27565,76"
17-03-2019,nan,nan,nan,"27565,76"
18-03-2019,"1302,84","59,09","2,605","27565,76"
19-03-2019,"1302,19","59,03","2,613","27565,76"
20-03-2019,"1307,31","59,83","2,5269999999999997","27565,76"
21-03-2019,"1301,4","59,83","2,539","27565,76"
22-03-2019,"1307,47","58,94","2,441","27565,76"
23-03-2019,nan,nan,nan,"27565,76"
24-03-2019,nan,nan,nan,"27565,76"
25-03-2019,"1312,75","58,77","2,4","27565,76"
26-03-2019,"1321,53","59,94","2,424","27565,76"
27-03-2019,"1315,07","59,41","2,3680000000000003","27565,76"
28-03-2019,"1310,6","59,3","2,396","27565,76"
29-03-2019,"1291,89","60,14","2,406","27565,76"
30-03-2019,nan,nan,nan,"27565,76"
31-03-2019,nan,nan,nan,"27565,76"
01-04-2019,"1292,97","61,59","2,502","27565,76"
02-04-2019,"1289,34","62,58","2,475","27565,76"
03-04-2019,"1291,22","62,46","2,525","27565,76"
04-04-2019,"1290,63","62,1","2,516","27565,76"
05-04-2019,"1290,62","63,08","2,496","27565,76"
06-04-2019,nan,nan,nan,"27565,76"
07-04-2019,nan,nan,nan,"27565,76"
08-04-2019,"1291,51","64,4","2,523","27565,76"
09-04-2019,"1297,97","63,98","2,502","27565,76"
10-04-2019,"1304,35","64,61","2,467","27570,34"
11-04-2019,"1307,87","63,58","2,498","27574,93"
12-04-2019,"1290,9","63,89","2,5660000000000003","27579,51"
13-04-2019,nan,nan,nan,"27584,1"
14-04-2019,nan,nan,nan,"27588,68"
15-04-2019,"1291,35","63,4","2,555","27593,27"
16-04-2019,"1288,34","64,05","2,591","27597,86"
17-04-2019,"1275,75","63,76","2,595","27602,45"
18-04-2019,"1274,35","64,0","2,5610000000000004","27607,04"
19-04-2019,nan,nan,"2,5610000000000004","27611,63"
20-04-2019,nan,nan,nan,"27616,22"
21-04-2019,nan,nan,nan,"27620,81"
22-04-2019,"1274,0","65,7","2,589","27625,4"
23-04-2019,"1275,1","66,4","2,5660000000000003","27629,99"
24-04-2019,"1271,37","65,84","2,519","27634,59"
25-04-2019,"1275,97","65,14","2,533","27639,18"
26-04-2019,"1277,6","63,3","2,499","27643,78"
27-04-2019,nan,nan,nan,"27648,37"
28-04-2019,nan,nan,nan,"27652,97"
29-04-2019,"1286,78","63,5","2,5269999999999997","27657,57"
30-04-2019,"1279,29","63,91","2,503","27662,17"
01-05-2019,nan,"63,6","2,501","27666,77"
02-05-2019,"1283,63","61,81","2,542","27671,37"
03-05-2019,"1271,7","61,94","2,526","27675,97"
04-05-2019,nan,nan,nan,"27680,57"
05-05-2019,nan,nan,nan,"27685,17"
06-05-2019,"1279,33","62,25","2,471","27689,77"
07-05-2019,"1282,05","61,4","2,458","27694,38"
08-05-2019,"1284,38","62,12","2,484","27698,98"
09-05-2019,"1280,69","61,7","2,444","27703,59"
10-05-2019,"1284,71","61,66","2,468","27706,27"
11-05-2019,nan,nan,nan,"27708,94"
12-05-2019,nan,nan,nan,"27711,62"
13-05-2019,"1286,44","61,04","2,4019999999999997","27714,3"
14-05-2019,"1299,82","61,78","2,411","27716,98"
15-05-2019,"1296,11","62,02","2,374","27719,66"
16-05-2019,"1296,45","62,87","2,395","27722,34"
17-05-2019,"1285,91","62,76","2,392","27725,01"
18-05-2019,nan,nan,nan,"27727,69"
19-05-2019,nan,nan,nan,"27730,37"
20-05-2019,"1276,23","63,1","2,417","27733,05"
21-05-2019,nan,"62,99","2,427","27735,73"
22-05-2019,"1277,15","61,22","2,383","27738,41"
23-05-2019,"1274,19","57,71","2,319","27741,09"
24-05-2019,"1285,41","58,43","2,3209999999999997","27743,77"
25-05-2019,nan,nan,nan,"27746,45"
26-05-2019,nan,nan,nan,"27749,14"
27-05-2019,"1284,3",nan,"2,3209999999999997","27751,82"
28-05-2019,"1288,7","59,14","2,267","27754,5"
29-05-2019,"1278,41","58,81","2,263","27757,18"
30-05-2019,"1281,73","56,59","2,214","27759,86"
31-05-2019,"1288,18","53,5","2,125","27762,55"
01-06-2019,nan,nan,nan,"27765,23"
02-06-2019,nan,nan,nan,"27767,91"
03-06-2019,"1304,9","53,25","2,072","27770,6"
04-06-2019,"1323,91","53,48","2,131","27773,28"
05-06-2019,"1326,12","51,68","2,136","27775,96"
06-06-2019,"1329,01","52,59","2,1180000000000003","27778,65"
07-06-2019,"1336,73","53,99","2,083","27781,33"
08-06-2019,nan,nan,nan,"27784,02"
09-06-2019,nan,nan,nan,"27786,7"
10-06-2019,"1339,83","53,26","2,15","27792,24"
11-06-2019,"1327,47","53,27","2,144","27797,78"
12-06-2019,"1328,08","51,14","2,121","27803,33"
13-06-2019,"1332,97","52,28","2,096","27808,87"
14-06-2019,"1342,38","52,51","2,081","27814,42"
15-06-2019,nan,nan,nan,"27819,96"
16-06-2019,nan,nan,nan,"27825,51"
17-06-2019,"1340,25","51,93","2,095","27831,06"
18-06-2019,"1338,94","53,9","2,06","27836,61"
19-06-2019,"1346,36","53,76","2,024","27842,16"
20-06-2019,"1351,94","56,65","2,029","27847,71"
21-06-2019,"1389,79","57,28","2,056","27853,27"
22-06-2019,nan,nan,nan,"27858,82"
23-06-2019,nan,nan,nan,"27864,38"
24-06-2019,"1397,67","57,7","2,015","27869,94"
25-06-2019,"1415,48","57,59","1,986","27875,49"
26-06-2019,"1422,22","59,38","2,048","27881,05"
27-06-2019,"1410,8","59,43","2,015","27886,61"
28-06-2019,"1407,35","58,47","2,006","27892,17"
29-06-2019,nan,nan,nan,"27897,74"
30-06-2019,nan,nan,nan,"27903,3"
01-07-2019,"1410,22","59,09","2,026","27908,86"
02-07-2019,"1386,02","56,25","1,975","27914,43"
03-07-2019,"1407,8","57,34","1,9509999999999998","27920,0"
04-07-2019,"1418,5",nan,"1,9509999999999998","27925,56"
05-07-2019,"1415,44",nan,"2,035","27931,13"
06-07-2019,nan,nan,nan,"27936,7"
07-07-2019,nan,nan,nan,"27942,27"
08-07-2019,"1398,48","57,66","2,048","27947,85"
09-07-2019,"1396,97","57,83","2,066","27953,42"
10-07-2019,"1398,45","60,43","2,062","27953,42"
11-07-2019,"1415,28","60,2","2,1390000000000002","27953,42"
12-07-2019,"1406,67","60,21","2,123","27953,42"
13-07-2019,nan,nan,nan,"27953,42"
14-07-2019,nan,nan,nan,"27953,42"
15-07-2019,"1415,88","59,58","2,09","27953,42"
16-07-2019,nan,"57,62","2,103","27953,42"
17-07-2019,"1410,82","56,78","2,046","27953,42"
18-07-2019,"1422,78","55,3","2,025","27953,42"
19-07-2019,"1434,39","55,63","2,056","27953,42"
20-07-2019,nan,nan,nan,"27953,42"
21-07-2019,nan,nan,nan,"27953,42"
22-07-2019,"1422,72","56,22","2,0469999999999997","27953,42"
23-07-2019,"1427,91","56,65","2,082","27953,42"
24-07-2019,"1419,83","55,69","2,045","27953,42"
25-07-2019,"1422,89","55,84","2,082","27953,42"
26-07-2019,"1416,66","56,2","2,0709999999999997","27953,42"
27-07-2019,nan,nan,nan,"27953,42"
28-07-2019,nan,nan,nan,"27953,42"
29-07-2019,"1419,55","56,87","2,066","27953,42"
30-07-2019,"1422,81","58,05","2,059","27953,42"
31-07-2019,"1430,86","58,58","2,015","27953,42"
01-08-2019,"1427,51","53,95","1,8940000000000001","27953,42"
02-08-2019,"1439,06","55,66","1,847","27953,42"
03-08-2019,nan,nan,nan,"27953,42"
04-08-2019,nan,nan,nan,"27953,42"
05-08-2019,"1442,28","54,69","1,709","27953,42"
06-08-2019,"1465,21","53,63","1,704","27953,42"
07-08-2019,"1469,88","51,09","1,735","27953,42"
08-08-2019,"1506,78","52,54","1,7180000000000002","27953,42"
09-08-2019,"1505,09","54,5","1,746","27953,42"
10-08-2019,nan,nan,nan,"27955,22"
11-08-2019,nan,nan,nan,"27957,02"
12-08-2019,"1497,29","54,93","1,646","27958,83"
13-08-2019,"1507,38","57,1","1,705","27960,63"
14-08-2019,"1499,6","55,23","1,58","27962,43"
15-08-2019,nan,"54,47","1,5290000000000001","27964,23"
16-08-2019,"1518,37","54,87","1,555","27966,03"
17-08-2019,nan,nan,nan,"27967,84"
18-08-2019,nan,nan,nan,"27969,64"
19-08-2019,"1514,53","56,21","1,607","27971,44"
20-08-2019,"1497,81","56,34","1,556","27973,25"
21-08-2019,"1506,64","55,73","1,59","27975,05"
22-08-2019,"1504,12","55,25","1,615","27976,85"
23-08-2019,"1500,5","54,11","1,536","27978,65"
24-08-2019,nan,nan,nan,"27980,46"
25-08-2019,nan,nan,nan,"27982,26"
26-08-2019,"1527,96","53,64","1,536","27984,06"
27-08-2019,"1530,08","54,93","1,473","27985,87"
28-08-2019,"1542,04","55,78","1,4809999999999999","27987,67"
29-08-2019,"1542,37","56,71","1,496","27989,48"
30-08-2019,"1520,94","55,1","1,4980000000000002","27991,28"
31-08-2019,nan,nan,nan,"27993,08"
01-09-2019,nan,nan,nan,"27994,89"
02-09-2019,"1521,1",nan,"1,4980000000000002","27996,69"
03-09-2019,"1528,78","53,94","1,4580000000000002","27998,5"
04-09-2019,"1545,86","56,26","1,4669999999999999","28000,3"
05-09-2019,"1554,1","56,3","1,5590000000000002","28002,11"
06-09-2019,"1519,27","56,52","1,561","28003,91"
07-09-2019,nan,nan,nan,"28005,72"
08-09-2019,nan,nan,nan,"28007,52"
09-09-2019,"1509,2","57,85","1,645","28009,33"
10-09-2019,"1503,66","57,4","1,732","28011,2"
11-09-2019,"1491,61","55,75","1,74","28013,06"
12-09-2019,"1496,07","55,09","1,7719999999999998","28014,93"
13-09-2019,"1500,13","54,85","1,8980000000000001","28016,79"
14-09-2019,nan,nan,nan,"28018,66"
15-09-2019,nan,nan,nan,"28020,52"
16-09-2019,"1492,43","62,9","1,848","28022,39"
17-09-2019,"1503,39","59,34","1,8030000000000002","28024,26"
18-09-2019,nan,"58,11","1,798","28026,12"
19-09-2019,nan,"58,13","1,786","28027,99"
20-09-2019,nan,"58,09","1,723","28029,86"
21-09-2019,nan,nan,nan,"28031,72"
22-09-2019,nan,nan,nan,"28033,59"
23-09-2019,"1505,24","58,49","1,7280000000000002","28035,46"
24-09-2019,"1523,51","57,17","1,646","28037,33"
25-09-2019,"1531,32","56,32","1,7380000000000002","28039,19"
26-09-2019,"1505,72","56,41","1,694","28041,06"
27-09-2019,"1508,81","55,91","1,683","28042,93"
28-09-2019,nan,nan,nan,"28044,8"
29-09-2019,nan,nan,nan,"28046,66"
30-09-2019,"1501,41","54,07","1,666","28048,53"
01-10-2019,"1466,77","53,62","1,6369999999999998","28050,4"
02-10-2019,"1483,23","52,64","1,6","28052,27"
03-10-2019,"1504,21","52,45","1,535","28054,14"
04-10-2019,"1507,86","52,81","1,53","28056,0"
05-10-2019,nan,nan,nan,"28057,87"
06-10-2019,nan,nan,nan,"28059,74"
07-10-2019,"1506,55","52,75","1,56","28061,61"
08-10-2019,"1491,82","52,63","1,53","28063,48"
09-10-2019,"1499,14","52,59","1,585","28065,35"
10-10-2019,"1507,57","53,55","1,67","28065,35"
11-10-2019,"1497,74","54,7","1,7309999999999999","28065,35"
12-10-2019,nan,nan,nan,"28065,35"
13-10-2019,nan,nan,nan,"28065,35"
14-10-2019,"1483,27","53,59","1,7309999999999999","28065,35"
15-10-2019,"1493,39","52,81","1,7730000000000001","28065,35"
16-10-2019,"1479,91","53,36","1,74","28065,35"
17-10-2019,"1489,73","53,93","1,7530000000000001","28065,35"
18-10-2019,"1495,23","53,78","1,755","28065,35"
19-10-2019,nan,nan,nan,"28065,35"
20-10-2019,nan,nan,nan,"28065,35"
21-10-2019,"1491,21","53,31","1,801","28065,35"
22-10-2019,"1484,16","54,16","1,7619999999999998","28065,35"
23-10-2019,"1484,53","55,77","1,765","28065,35"
24-10-2019,"1492,89","56,02","1,767","28065,35"
25-10-2019,"1501,83","56,46","1,796","28065,35"
26-10-2019,nan,nan,nan,"28065,35"
27-10-2019,nan,nan,nan,"28065,35"
28-10-2019,"1503,29","55,81","1,8430000000000002","28065,35"
29-10-2019,"1493,48","55,54","1,839","28065,35"
30-10-2019,"1488,51","55,06","1,7719999999999998","28065,35"
31-10-2019,nan,"54,18","1,692","28065,35"
01-11-2019,nan,"56,2","1,7109999999999999","28065,35"
02-11-2019,nan,nan,nan,"28065,35"
03-11-2019,nan,nan,nan,"28065,35"
04-11-2019,"1494,31","56,54","1,778","28065,35"
05-11-2019,"1508,56","57,23","1,859","28065,35"
06-11-2019,"1483,72","56,35","1,829","28065,35"
07-11-2019,"1491,2","57,15","1,9180000000000001","28065,35"
08-11-2019,"1464,12","57,24","1,943","28065,35"
09-11-2019,nan,nan,nan,"28065,35"
10-11-2019,nan,nan,nan,"28072,81"
11-11-2019,"1460,92","56,86","1,943","28080,26"
12-11-2019,"1455,55","56,8","1,936","28087,72"
13-11-2019,"1452,92","57,12","1,8869999999999998","28095,18"
14-11-2019,"1462,55","56,77","1,82","28102,65"
15-11-2019,"1471,98","57,72","1,8319999999999999","28110,11"
16-11-2019,nan,nan,nan,"28117,58"
17-11-2019,nan,nan,nan,"28125,05"
18-11-2019,"1467,46","57,05","1,8159999999999998","28132,52"
19-11-2019,"1472,69","55,21","1,784","28139,99"
20-11-2019,"1474,12","57,11","1,7469999999999999","28147,47"
21-11-2019,"1467,47","58,53","1,774","28154,94"
22-11-2019,"1466,76","57,7","1,771","28162,42"
23-11-2019,nan,nan,nan,"28169,9"
24-11-2019,nan,nan,nan,"28177,39"
25-11-2019,"1463,79","57,94","1,756","28184,87"
26-11-2019,"1457,74","58,41","1,742","28192,36"
27-11-2019,"1459,3","58,11","1,767","28199,85"
28-11-2019,"1455,21",nan,"1,767","28207,34"
29-11-2019,"1456,27","55,17","1,777","28214,83"
30-11-2019,nan,nan,nan,"28222,33"
01-12-2019,nan,nan,nan,"28229,83"
02-12-2019,"1465,65","55,96","1,82","28237,32"
03-12-2019,"1463,04","56,1","1,7169999999999999","28244,83"
04-12-2019,"1479,29","58,43","1,775","28252,33"
05-12-2019,"1473,94","58,43","1,811","28259,83"
06-12-2019,"1480,31","59,2","1,838","28267,34"
07-12-2019,nan,nan,nan,"28274,85"
08-12-2019,nan,nan,nan,"28282,36"
09-12-2019,"1461,88","59,02","1,82","28289,87"
10-12-2019,"1460,83","59,24","1,8419999999999999","28290,78"
11-12-2019,"1464,42","58,76","1,7930000000000001","28291,69"
12-12-2019,"1471,09","59,18","1,893","28292,61"
13-12-2019,"1468,9","60,07","1,8230000000000002","28293,52"
14-12-2019,nan,nan,nan,"28294,43"
15-12-2019,nan,nan,nan,"28295,34"
16-12-2019,"1475,27","60,21","1,8719999999999999","28296,26"
17-12-2019,"1474,67","60,94","1,881","28297,17"
18-12-2019,"1476,43","60,93","1,9180000000000001","28298,08"
19-12-2019,"1475,18","61,22","1,921","28298,99"
20-12-2019,"1479,16","60,41","1,9180000000000001","28299,91"
21-12-2019,nan,nan,nan,"28300,82"
22-12-2019,nan,nan,nan,"28301,73"
23-12-2019,"1478,05","60,51","1,93","28302,64"
24-12-2019,"1484,06","61,06","1,901","28303,56"
25-12-2019,nan,nan,"1,901","28304,47"
26-12-2019,"1499,32","61,68","1,895","28305,38"
27-12-2019,"1509,82","61,72","1,8769999999999998","28306,29"
28-12-2019,nan,nan,nan,"28307,21"
29-12-2019,nan,nan,nan,"28308,12"
30-12-2019,"1514,04","61,68","1,88","28309,03"
31-12-2019,nan,"61,06","1,919","28309,94"
01-01-2020,nan,nan,"1,919","28310,86"
02-01-2020,"1514,63","61,18","1,8780000000000001","28311,77"
03-01-2020,"1525,18","63,05","1,7890000000000001","28312,68"
04-01-2020,nan,nan,nan,"28313,6"
05-01-2020,nan,nan,nan,"28314,51"
06-01-2020,"1548,5","63,27","1,81","28315,42"
07-01-2020,"1563,3","62,7","1,819","28316,33"
08-01-2020,"1572,18","59,61","1,875","28317,25"
09-01-2020,"1560,5","59,56","1,8559999999999999","28318,16"
10-01-2020,"1551,11","59,04","1,821","28319,07"
11-01-2020,nan,nan,nan,"28319,99"
12-01-2020,nan,nan,nan,"28320,9"
13-01-2020,"1559,55","58,08","1,847","28321,81"
14-01-2020,"1549,59","58,23","1,8119999999999998","28322,73"
15-01-2020,"1542,8","57,81","1,784","28323,64"
16-01-2020,"1552,66","58,52","1,808","28324,55"
17-01-2020,"1551,66","58,54","1,8219999999999998","28325,47"
18-01-2020,nan,nan,nan,"28326,38"
19-01-2020,nan,nan,nan,"28327,29"
20-01-2020,"1558,84",nan,"1,8219999999999998","28328,21"
21-01-2020,"1560,8","58,34","1,775","28329,12"
22-01-2020,"1557,37","56,64","1,77","28330,03"
23-01-2020,"1557,72","55,5","1,733","28330,95"
24-01-2020,"1565,57","54,12","1,685","28331,86"
25-01-2020,nan,nan,nan,"28332,77"
26-01-2020,nan,nan,nan,"28333,69"
27-01-2020,"1573,05","53,14","1,609","28334,6"
28-01-2020,"1579,98","53,48","1,6569999999999998","28335,51"
29-01-2020,"1570,32","53,33","1,585","28336,43"
30-01-2020,"1569,83","52,14","1,5859999999999999","28337,34"
31-01-2020,"1583,41","51,56","1,508","28338,25"
01-02-2020,nan,nan,nan,"28339,17"
02-02-2020,nan,nan,nan,"28340,08"
03-02-2020,"1583,04","50,11","1,528","28341,0"
04-02-2020,"1576,76","49,61","1,6","28341,91"
05-02-2020,"1550,61","50,75","1,652","28342,82"
06-02-2020,"1558,05","50,95","1,6440000000000001","28343,74"
07-02-2020,"1565,61","50,32","1,584","28344,65"
08-02-2020,nan,nan,nan,"28345,56"
09-02-2020,nan,nan,nan,"28346,48"
10-02-2020,"1568,02","49,57","1,571","28352,33"
11-02-2020,"1575,38","49,94","1,601","28358,18"
12-02-2020,"1566,19","51,17","1,6340000000000001","28364,03"
13-02-2020,"1568,18","51,42","1,618","28369,88"
14-02-2020,"1576,13","52,05","1,587","28375,73"
15-02-2020,nan,nan,nan,"28381,59"
16-02-2020,nan,nan,nan,"28387,44"
17-02-2020,"1582,99",nan,"1,587","28393,3"
18-02-2020,"1582,01","52,05","1,5619999999999998","28399,15"
19-02-2020,"1602,33","53,29","1,568","28405,01"
20-02-2020,"1607,2","53,78","1,516","28410,87"
21-02-2020,"1620,66","53,3","1,472","28416,73"
22-02-2020,nan,nan,nan,"28422,6"
23-02-2020,nan,nan,nan,"28428,46"
24-02-2020,"1644,21","51,33","1,371","28434,32"
25-02-2020,"1673,67","49,76","1,354","28440,19"
26-02-2020,"1646,28","48,73","1,339","28446,06"
27-02-2020,"1641,33","47,09","1,262","28451,93"
28-02-2020,"1642,7","44,76","1,15","28457,8"
29-02-2020,nan,nan,nan,"28463,67"
01-03-2020,nan,nan,nan,"28469,54"
02-03-2020,"1586,23","46,75","1,165","28475,41"
03-03-2020,"1600,11","47,18","1,001","28481,29"
04-03-2020,"1646,28","46,78","1,054","28487,16"
05-03-2020,"1643,28","45,9","0,914","28493,04"
06-03-2020,"1663,21","41,28","0,764","28498,92"
07-03-2020,nan,nan,nan,"28504,8"
08-03-2020,nan,nan,nan,"28510,68"
09-03-2020,"1668,15","31,13","0,5429999999999999","28516,56"
10-03-2020,"1674,59","34,36","0,805","28520,23"
11-03-2020,"1660,99","32,98","0,872","28523,91"
12-03-2020,"1642,97","31,5","0,8109999999999999","28527,58"
13-03-2020,"1593,56","31,73","0,9640000000000001","28531,25"
14-03-2020,nan,nan,nan,"28534,93"
15-03-2020,nan,nan,nan,"28538,6"
16-03-2020,"1515,63","28,7","0,721","28542,28"
17-03-2020,"1493,84","26,95","1,082","28545,95"
18-03-2020,"1525,77","20,37","1,195","28549,63"
19-03-2020,"1473,2","25,22","1,1440000000000001","28553,31"
20-03-2020,"1476,64","22,43","0,848","28556,98"
21-03-2020,nan,nan,nan,"28560,66"
22-03-2020,nan,nan,nan,"28564,34"
23-03-2020,"1481,12","20,36","0,789","28568,02"
24-03-2020,"1558,16","20,01","0,85","28571,7"
25-03-2020,"1625,55","18,99","0,87","28575,38"
26-03-2020,"1613,41","22,6","0,8490000000000001","28579,06"
27-03-2020,"1637,04","21,51","0,679","28582,74"
28-03-2020,nan,nan,nan,"28586,42"
29-03-2020,nan,nan,nan,"28590,1"
30-03-2020,"1626,55","20,09","0,7290000000000001","28593,78"
31-03-2020,"1620,91","20,48","0,67","28597,46"
01-04-2020,"1590,11","20,31","0,584","28601,15"
02-04-2020,"1578,98","24,79","0,599","28604,83"
03-04-2020,"1612,33","28,34","0,597","28608,51"
04-04-2020,nan,nan,nan,"28612,2"
05-04-2020,nan,nan,nan,"28615,88"
06-04-2020,"1620,11","26,08","0,672","28619,57"
07-04-2020,"1657,01","23,63","0,7140000000000001","28623,25"
08-04-2020,"1648,53","25,09","0,773","28626,94"
09-04-2020,"1649,4","22,76","0,721","28630,63"
10-04-2020,nan,nan,"0,721","28633,49"
11-04-2020,nan,nan,nan,"28636,35"
12-04-2020,nan,nan,nan,"28639,21"
13-04-2020,"1679,61","22,41","0,774","28642,07"
14-04-2020,"1720,98","20,11","0,754","28644,93"
15-04-2020,"1736,83","19,87","0,632","28647,79"
16-04-2020,"1719,84","19,87","0,628","28650,65"
17-04-2020,"1713,37","18,27","0,643","28653,51"
18-04-2020,nan,nan,nan,"28656,37"
19-04-2020,nan,nan,nan,"28659,23"
20-04-2020,"1685,64","-37,63","0,607","28662,09"
21-04-2020,"1688,12","10,01","0,5710000000000001","28664,96"
22-04-2020,"1679,79","12,28","0,621","28667,82"
23-04-2020,"1714,11","15,75","0,603","28670,68"
24-04-2020,"1728,62","16,04","0,602","28673,54"
25-04-2020,nan,nan,nan,"28676,41"
26-04-2020,nan,nan,nan,"28679,27"
27-04-2020,"1725,0","12,78","0,6609999999999999","28682,13"
28-04-2020,"1711,86","12,34","0,614","28685,0"
29-04-2020,"1707,07","15,06","0,628","28687,86"
30-04-2020,"1701,79","18,84","0,64","28690,73"
01-05-2020,nan,"19,78","0,614","28693,59"
02-05-2020,nan,nan,nan,"28696,46"
03-05-2020,nan,nan,nan,"28699,32"
04-05-2020,"1686,46","20,39","0,636","28702,19"
05-05-2020,"1707,52","24,56","0,6629999999999999","28705,05"
06-05-2020,"1707,69","23,99","0,7040000000000001","28707,92"
07-05-2020,"1687,8","23,55","0,642","28710,79"
08-05-2020,"1721,37","24,48","0,685","28713,65"
09-05-2020,nan,nan,nan,"28716,52"
10-05-2020,nan,nan,nan,"28716,52"
11-05-2020,"1705,49","24,14","0,711","28716,52"
12-05-2020,"1694,69","25,78","0,6659999999999999","28716,52"
13-05-2020,"1704,18","25,29","0,653","28716,52"
14-05-2020,"1711,71","27,56","0,623","28716,52"
15-05-2020,"1732,38","29,43","0,644","28716,52"
16-05-2020,nan,nan,nan,"28716,52"
17-05-2020,nan,nan,nan,"28716,52"
18-05-2020,"1743,81","31,82","0,727","28716,52"
19-05-2020,"1733,67","32,5","0,69","28716,52"
20-05-2020,"1745,42","33,79","0,6809999999999999","28716,52"
21-05-2020,nan,"34,17","0,6729999999999999","28716,52"
22-05-2020,"1751,41","33,55","0,66","28716,52"
23-05-2020,nan,nan,nan,"28716,52"
24-05-2020,nan,nan,nan,"28716,52"
25-05-2020,"1734,76",nan,"0,66","28716,52"
26-05-2020,"1728,16","34,35","0,698","28716,52"
27-05-2020,"1713,54","32,81","0,6829999999999999","28716,52"
28-05-2020,"1713,53","33,71","0,6920000000000001","28716,52"
29-05-2020,"1713,32","35,49","0,653","28716,52"
30-05-2020,nan,nan,nan,"28716,52"
